route_id,route_number,route_description,distance_dir_0_km,distance_dir_1_km,trip_time_0_min,trip_time_1_min,road_gradient_0_%,road_gradient_1_%,number_of_daily_roundtrips_0,number_of_daily_roundtrips_1,stop_coordinates_array_0,stop_coordinates_array_1,daily_passenger_demand,emissions_impact_score,equity_score,base_buses
3-180-G-015-3,180,Kieferngarten - Am Hart Süd - Olympiazentrum - Westfriedhof - Obermenzing Bf. - Berduxstr.,17.59,17.46,65.0,60.5,0.699,0.59,47.0,48.0,"[[48.20243426, 11.61247676], [48.20066199, 11.61159641], [48.20069193, 11.60534414], [48.20107512, 11.6023258], [48.20159004, 11.59772643], [48.20174571, 11.59268688], [48.20134456, 11.58886904], [48.20060212, 11.58506018], [48.19800348, 11.58459306], [48.19591968, 11.58298507], [48.19620711, 11.57855638], [48.19497356, 11.57207054], [48.19165003, 11.5716663], [48.19160811, 11.56753405], [48.18726623, 11.56558471], [48.18697277, 11.56176687], [48.18647567, 11.55632308], [48.18546949, 11.55192133], [48.18254065, 11.55393356], [48.17865924, 11.55655664], [48.17644887, 11.5367398], [48.17607746, 11.52893344], [48.17161445, 11.52851123], [48.16964941, 11.52865496], [48.16928395, 11.52819682], [48.16866086, 11.52230388], [48.16837928, 11.51428192], [48.16937382, 11.51030238], [48.16726489, 11.50936814], [48.16403543, 11.50699658], [48.1646346, 11.50219958], [48.16573107, 11.49406084], [48.16385568, 11.48676652], [48.16426911, 11.47868169], [48.16348418, 11.47626522], [48.16093759, 11.47817863], [48.15637139, 11.47850202], [48.15367462, 11.47678624], [48.15083387, 11.47497164], [48.15019858, 11.47635505], [48.1516969, 11.48050527]]","[[48.1516969, 11.48050527], [48.15287156, 11.47647183], [48.15649724, 11.47879847], [48.16105744, 11.47829541], [48.1637658, 11.47686709], [48.16410733, 11.47868169], [48.16372386, 11.48593109], [48.16540753, 11.4944022], [48.16430506, 11.50298111], [48.16415527, 11.50745472], [48.16715704, 11.5097095], [48.16954157, 11.51133545], [48.16806773, 11.51476701], [48.16855901, 11.52241167], [48.16933787, 11.52819682], [48.1698591, 11.5286909], [48.17188404, 11.52864598], [48.17598761, 11.52918497], [48.17619727, 11.53586844], [48.17874311, 11.55680817], [48.18339117, 11.55377186], [48.18593665, 11.55237947], [48.18637985, 11.55789513], [48.18673321, 11.56198246], [48.1875597, 11.56628539], [48.19149433, 11.56757897], [48.19154823, 11.57061527], [48.19509931, 11.57220529], [48.19691369, 11.57186393], [48.19609932, 11.57835875], [48.19609333, 11.58462001], [48.19856034, 11.58500628], [48.20094939, 11.58602138], [48.20133258, 11.59026143], [48.20167985, 11.59383672], [48.20131462, 11.5983822], [48.20070989, 11.60304445], [48.20039854, 11.60620652], [48.2011829, 11.61195574], [48.20243426, 11.61247676]]",4141,1900.1,0.4174,7
3-181-G-015-1,181,"(Dirnismaning, Kranzberger Allee -) Wallnerstraße - Bayer. Rundfunk - Studentenstadt",6.56,6.36,14.0,10.0,0.793,0.55,2.0,1.0,"[[48.22677873, 11.63989335], [48.21479649, 11.63552753], [48.21019318, 11.63300327], [48.20418251, 11.62932018], [48.19906929, 11.62624794], [48.19565022, 11.62410995], [48.19148235, 11.62153178], [48.19081762, 11.62403808], [48.19011095, 11.6274427], [48.19081163, 11.62481063], [48.19130868, 11.62004956], [48.19015287, 11.61540527], [48.18446927, 11.60887452]]","[[48.18446927, 11.60887452], [48.19011694, 11.61575561], [48.19179974, 11.62143297], [48.19558435, 11.62429859], [48.19906331, 11.62649947], [48.20434416, 11.62967052], [48.21052842, 11.63351531], [48.21476656, 11.63577906], [48.22892111, 11.64096234]]",461,21.66,0.0,1
3-182-G-015-1,182,Kieferngarten - Neufreimann,1.76,1.79,6.0,7.0,0.455,0.558,11.0,12.0,"[[48.20271566, 11.61272829], [48.20066199, 11.61159641], [48.20069193, 11.60534414], [48.20107512, 11.6023258], [48.20109907, 11.59766354], [48.19839268, 11.59804084]]","[[48.19839268, 11.59804084], [48.20131462, 11.5983822], [48.20070989, 11.60304445], [48.20039854, 11.60620652], [48.2011829, 11.61195574], [48.20271566, 11.61272829]]",457,48.57,0.4743,1
3-183-G-015-3,183,Arabellapark - Daglfing Bf. - Messestadt West,8.42,8.32,26.5,26.5,0.677,0.709,46.0,49.0,"[[48.15321316, 11.62048974], [48.15354877, 11.62059753], [48.1536087, 11.62357096], [48.15349483, 11.6288261], [48.15505898, 11.63749484], [48.15643132, 11.64165404], [48.15302138, 11.64115997], [48.15080391, 11.64065691], [48.14838255, 11.64040539], [48.14638665, 11.64059403], [48.14713587, 11.64409746], [48.1485204, 11.64869684], [48.14883207, 11.65041262], [48.14965917, 11.65789558], [48.14696804, 11.65842559], [48.14285616, 11.66128223], [48.14044642, 11.6627375], [48.13970309, 11.67015759], [48.13967912, 11.67409221], [48.1403625, 11.67997617], [48.14087203, 11.68562658], [48.13840824, 11.68921984], [48.13518296, 11.69018104], [48.13351629, 11.68951628]]","[[48.13333043, 11.69015409], [48.13582444, 11.69033375], [48.13851615, 11.68946238], [48.14086603, 11.68520437], [48.1407941, 11.68199738], [48.14045241, 11.67985939], [48.13976304, 11.67402933], [48.13999683, 11.66841486], [48.14070418, 11.6623153], [48.1429161, 11.6614619], [48.14718382, 11.65856932], [48.149815, 11.65803033], [48.14886204, 11.64997244], [48.14846047, 11.64819378], [48.14715984, 11.64339678], [48.14650652, 11.64045928], [48.14797499, 11.640612], [48.15037239, 11.64071081], [48.15356675, 11.6414115], [48.15571819, 11.64169896], [48.15672496, 11.64116895], [48.1552088, 11.63728823], [48.15360271, 11.62856559], [48.15389037, 11.6229601], [48.15321316, 11.62048974]]",1248,933.39,0.328,5
3-184-G-015-1,184,Arabellapark - Cosimabad - Bruno-Walter-Ring,2.78,2.46,9.0,8.5,0.865,0.894,56.0,57.0,"[[48.15321316, 11.62048974], [48.15354877, 11.62059753], [48.1536087, 11.62357096], [48.15349483, 11.6288261], [48.15505898, 11.63749484], [48.1570965, 11.64202235], [48.15881034, 11.64166303], [48.1603204, 11.64085454], [48.1622858, 11.64005504]]","[[48.1622858, 11.64005504], [48.16019456, 11.64029759], [48.15837889, 11.64184269], [48.15672496, 11.64116895], [48.1552088, 11.63728823], [48.15360271, 11.62856559], [48.15389037, 11.6229601], [48.15321316, 11.62048974]]",861,354.31,0.3093,3
3-185-G-015-3,185,Arabellapark - Berg am Laim Bf. - Trudering Bf. - Iltisstraße,10.69,10.55,33.5,33.5,0.757,0.0,51.0,49.0,"[[48.15331504, 11.62078618], [48.15090579, 11.62649947], [48.14786111, 11.62587064], [48.14724376, 11.62916746], [48.14666835, 11.63214089], [48.14618286, 11.63758468], [48.14600304, 11.63983046], [48.14274826, 11.63864469], [48.14115377, 11.63691094], [48.13565657, 11.63329971], [48.13299469, 11.63363209], [48.13080633, 11.64539104], [48.12941532, 11.65070906], [48.12770049, 11.65557793], [48.12590165, 11.6613541], [48.12556586, 11.6635909], [48.1235211, 11.66734586], [48.12161418, 11.670472], [48.12010898, 11.67658054], [48.11804001, 11.68291367], [48.11710445, 11.68268909], [48.11462753, 11.68686625], [48.11138875, 11.69075596], [48.10849768, 11.69425939], [48.10650622, 11.69738552], [48.10765192, 11.70029607], [48.10381283, 11.70407797]]","[[48.10381283, 11.70407797], [48.10746597, 11.6995864], [48.10645223, 11.69703518], [48.10852767, 11.69444803], [48.11207251, 11.69073799], [48.11462753, 11.687001], [48.11741031, 11.68248247], [48.1186817, 11.68292265], [48.11991108, 11.6769758], [48.12195599, 11.67013962], [48.123683, 11.66742671], [48.12557186, 11.663007], [48.12608754, 11.66104867], [48.12766451, 11.65619777], [48.12951125, 11.65080788], [48.13109412, 11.64493289], [48.13326448, 11.63306615], [48.13584242, 11.63364107], [48.1382224, 11.63520414], [48.14136357, 11.63752179], [48.14331771, 11.63922859], [48.14641062, 11.63930046], [48.14632671, 11.63688399], [48.14684817, 11.63200614], [48.1476813, 11.62792779], [48.14827467, 11.62561013], [48.15139724, 11.62625692], [48.15321316, 11.62080415]]",1778,1215.74,0.3533,4
3-186-G-015-1,186,Messestadt Ost - Hofbräuallee,2.7,2.9,5.0,5.5,0.0,0.76,11.0,11.0,"[[48.13345034, 11.70361085], [48.13693951, 11.71533386], [48.14449856, 11.70576681], [48.1438452, 11.70093387]]","[[48.1438452, 11.70093387], [48.14433672, 11.7058746], [48.13641794, 11.71519912], [48.13327647, 11.70379051]]",232,66.94,0.1603,1
3-187-G-015-4,187,Arabellapark - Rümelinstraße - Herkomerplatz - Richard-Strauss-Str. - Berg am Laim Bf. - Josephsburg - Michaelibad,12.02,11.91,40.0,39.0,0.899,0.839,45.0,45.0,"[[48.15331504, 11.62078618], [48.15381845, 11.62094788], [48.15396828, 11.61688749], [48.15800137, 11.61955549], [48.1611593, 11.62174738], [48.16384969, 11.62175636], [48.16570711, 11.62305892], [48.16873875, 11.62145093], [48.16594078, 11.61785767], [48.16277714, 11.61523459], [48.15902008, 11.61192879], [48.15541256, 11.60838943], [48.15263183, 11.60580228], [48.15031845, 11.60239767], [48.14877813, 11.60123884], [48.15049225, 11.6088296], [48.14879611, 11.61670783], [48.14837656, 11.62277146], [48.14786111, 11.62587064], [48.14694407, 11.62814338], [48.14187909, 11.62715524], [48.13903169, 11.62865542], [48.14024261, 11.63566228], [48.13565657, 11.63329971], [48.13300668, 11.63243733], [48.13096221, 11.63186241], [48.12791634, 11.63162885], [48.12674711, 11.63424294], [48.12391087, 11.6322936], [48.11929939, 11.63065867]]","[[48.11910749, 11.63092816], [48.12391087, 11.63254513], [48.126915, 11.63453939], [48.12833006, 11.63104494], [48.13092024, 11.63205105], [48.13277286, 11.63254513], [48.13584242, 11.63364107], [48.1382224, 11.63520414], [48.14035051, 11.63541075], [48.1391396, 11.62862847], [48.14177719, 11.62732592], [48.1476813, 11.62792779], [48.14822672, 11.62484657], [48.14862229, 11.62212467], [48.14898191, 11.61674376], [48.15073798, 11.60967402], [48.1508998, 11.60858706], [48.148892, 11.60021476], [48.15005474, 11.60199342], [48.1525719, 11.60593703], [48.15555638, 11.60875774], [48.15870847, 11.61184794], [48.16241164, 11.61523459], [48.16685747, 11.618747], [48.16861293, 11.62150483], [48.16658786, 11.62363384], [48.16462861, 11.62197196], [48.16320856, 11.62401113], [48.16087767, 11.62178331], [48.1580553, 11.61920515], [48.15359072, 11.61702224], [48.15331504, 11.62078618]]",2025,1253.78,0.2923,4
3-188-G-015-1,188,"Unterföhring, Fichtenstr. - St. Emmeram - Richard-Strauss-Str. - Daglfing Bf.",9.64,9.63,29.0,29.5,1.504,1.215,48.0,48.0,"[[48.1988717, 11.64919989], [48.196758, 11.64628037], [48.194752, 11.64257931], [48.19165003, 11.64012691], [48.18844007, 11.63648873], [48.18380445, 11.63340751], [48.1799411, 11.63110782], [48.17643089, 11.63044307], [48.17364532, 11.62843983], [48.17183012, 11.62620302], [48.16990103, 11.62441537], [48.16658786, 11.62363384], [48.16462861, 11.62197196], [48.16198021, 11.61923209], [48.15902607, 11.61644732], [48.15592793, 11.61375237], [48.15382445, 11.61136285], [48.15049225, 11.6088296], [48.14879611, 11.61670783], [48.14837656, 11.62277146], [48.14786111, 11.62587064], [48.14724376, 11.62916746], [48.14666835, 11.63214089], [48.14618286, 11.63758468], [48.14638665, 11.64059403], [48.14713587, 11.64409746], [48.1485204, 11.64869684]]","[[48.14846047, 11.64819378], [48.14715984, 11.64339678], [48.14641062, 11.63930046], [48.14632671, 11.63688399], [48.14684817, 11.63200614], [48.1476813, 11.62792779], [48.14822672, 11.62484657], [48.14862229, 11.62212467], [48.14898191, 11.61674376], [48.15073798, 11.60967402], [48.1543698, 11.61214439], [48.15646727, 11.61441712], [48.1583729, 11.61606104], [48.16187236, 11.61940277], [48.16384969, 11.62175636], [48.16570711, 11.62305892], [48.16990103, 11.62457707], [48.1723034, 11.62715524], [48.17353749, 11.62855661], [48.17655669, 11.63068561], [48.17990516, 11.63134138], [48.18383439, 11.63370395], [48.18835623, 11.63681212], [48.19308726, 11.6413037], [48.19523105, 11.64374712], [48.1963089, 11.64593002], [48.1988717, 11.64919989]]",1566,1104.86,0.2375,4
3-189-G-015-1,189,Unterföhring Bf. - St. Emmeram - Richard-Strauss-Str. - Daglfing Bf.,10.66,10.45,31.5,31.0,1.294,1.13,45.0,41.0,"[[48.19147636, 11.64783445], [48.19111106, 11.65072703], [48.19061999, 11.6557037], [48.18781123, 11.65472453], [48.18479869, 11.6519128], [48.18583483, 11.63717145], [48.18380445, 11.63340751], [48.1799411, 11.63110782], [48.17643089, 11.63044307], [48.17364532, 11.62843983], [48.17183012, 11.62620302], [48.16990103, 11.62441537], [48.16658786, 11.62363384], [48.16462861, 11.62197196], [48.16198021, 11.61923209], [48.15902607, 11.61644732], [48.15592793, 11.61375237], [48.15382445, 11.61136285], [48.15049225, 11.6088296], [48.14879611, 11.61670783], [48.14837656, 11.62277146], [48.14786111, 11.62587064], [48.14724376, 11.62916746], [48.14666835, 11.63214089], [48.14618286, 11.63758468], [48.14638665, 11.64059403], [48.14713587, 11.64409746], [48.1485204, 11.64869684]]","[[48.14846047, 11.64819378], [48.14715984, 11.64339678], [48.14641062, 11.63930046], [48.14632671, 11.63688399], [48.14684817, 11.63200614], [48.1476813, 11.62792779], [48.14822672, 11.62484657], [48.14862229, 11.62212467], [48.14898191, 11.61674376], [48.15073798, 11.60967402], [48.1543698, 11.61214439], [48.15646727, 11.61441712], [48.1583729, 11.61606104], [48.16187236, 11.61940277], [48.16384969, 11.62175636], [48.16570711, 11.62305892], [48.16990103, 11.62457707], [48.1723034, 11.62715524], [48.17353749, 11.62855661], [48.17655669, 11.63068561], [48.17990516, 11.63134138], [48.18383439, 11.63370395], [48.18567312, 11.63833028], [48.18476874, 11.65144568], [48.18796695, 11.65490419], [48.19076971, 11.65497606], [48.19147636, 11.64783445]]",1575,1070.48,0.2495,4
3-190-G-015-1,190,Ostbahnhof Friedenstr. - Berg am Laim Bf.  - Riem Bf. - Messestadt Ost,11.45,14.36,38.5,50.0,0.585,0.752,60.0,60.0,"[[48.12719682, 11.60721264], [48.12532002, 11.61023996], [48.12467841, 11.61271033], [48.12459446, 11.61925006], [48.12670514, 11.62198094], [48.13009883, 11.62304993], [48.13125, 11.6279727], [48.13092024, 11.63205105], [48.13277286, 11.63254513], [48.13584242, 11.63364107], [48.1382224, 11.63520414], [48.14029656, 11.63690196], [48.1399189, 11.6440795], [48.13978102, 11.64749309], [48.13979901, 11.65482335], [48.14044642, 11.6627375], [48.13970309, 11.67015759], [48.13967912, 11.67409221], [48.1403625, 11.67997617], [48.14334769, 11.67914074], [48.14103987, 11.68134161], [48.14087203, 11.68562658], [48.13840824, 11.68921984], [48.13518296, 11.69018104], [48.13351629, 11.68951628], [48.1294333, 11.68940848], [48.12947528, 11.69458278], [48.12948127, 11.69980199], [48.12953523, 11.70246999], [48.13345034, 11.70361085]]","[[48.13327647, 11.70379051], [48.12979305, 11.70274847], [48.12959519, 11.69969419], [48.12955922, 11.69453786], [48.12952324, 11.68940848], [48.13333043, 11.69015409], [48.13582444, 11.69033375], [48.13851615, 11.68946238], [48.14086603, 11.68520437], [48.1407941, 11.68199738], [48.1434376, 11.6788982], [48.1405723, 11.68029957], [48.13976304, 11.67402933], [48.13999683, 11.66841486], [48.14070418, 11.6623153], [48.13992489, 11.65476945], [48.13993688, 11.64774462], [48.14005677, 11.64305542], [48.14039247, 11.63770146], [48.13565657, 11.63329971], [48.13300668, 11.63243733], [48.13096221, 11.63186241], [48.13132195, 11.6281344], [48.13004487, 11.62288824], [48.12629141, 11.6216306], [48.12472638, 11.61938481], [48.12480433, 11.6120815], [48.12579972, 11.60975487], [48.12668715, 11.60615262], [48.12122439, 11.5991817], [48.12719682, 11.60721264]]",3574,1773.01,0.3634,5
3-191-G-015-1,191,Ostbahnhof Friedenstr. - Berg am Laim Bf.  - Zamilapark,5.02,8.12,18.5,31.0,0.498,0.887,44.0,43.0,"[[48.12719682, 11.60721264], [48.12532002, 11.61023996], [48.12467841, 11.61271033], [48.12459446, 11.61925006], [48.12670514, 11.62198094], [48.13009883, 11.62304993], [48.13125, 11.6279727], [48.13092024, 11.63205105], [48.13277286, 11.63254513], [48.13584242, 11.63364107], [48.1382224, 11.63520414], [48.14029656, 11.63690196], [48.1399189, 11.6440795], [48.13978102, 11.64749309], [48.14009274, 11.64831954], [48.14238261, 11.64977481]]","[[48.14238261, 11.64977481], [48.1421848, 11.64745716], [48.14009874, 11.64805005], [48.13880389, 11.64740326], [48.1382224, 11.63941724], [48.13565657, 11.63329971], [48.13300668, 11.63243733], [48.13096221, 11.63186241], [48.13132195, 11.6281344], [48.13004487, 11.62288824], [48.12629141, 11.6216306], [48.12472638, 11.61938481], [48.12480433, 11.6120815], [48.12579972, 11.60975487], [48.12668715, 11.60615262], [48.12122439, 11.5991817], [48.12719682, 11.60721264]]",1236,657.41,0.4606,3
3-192-G-015-1,192,Trudering Bf. - Am Hochacker - Quiddestr. - Neuperlach Zentrum,6.75,6.93,20.0,22.0,0.74,0.476,85.0,84.0,"[[48.12556586, 11.6635909], [48.1235211, 11.66734586], [48.12161418, 11.670472], [48.12010898, 11.67658054], [48.11804001, 11.68291367], [48.11409974, 11.67741598], [48.11108286, 11.67345441], [48.10938541, 11.67104692], [48.1057684, 11.66760637], [48.10885757, 11.66313276], [48.11117283, 11.65641336], [48.11270228, 11.64982871], [48.10854566, 11.64630732], [48.10647623, 11.64621749], [48.10095733, 11.6478614]]","[[48.10086134, 11.64782547], [48.10665618, 11.64655885], [48.10880959, 11.64660376], [48.11225844, 11.64949634], [48.11102288, 11.65664693], [48.10853367, 11.66345616], [48.10591237, 11.66836096], [48.10967332, 11.67150506], [48.11138875, 11.67405628], [48.11403377, 11.67750581], [48.11751826, 11.68248247], [48.1186817, 11.68292265], [48.11991108, 11.6769758], [48.12195599, 11.67013962], [48.123683, 11.66742671], [48.12556586, 11.6635909]]",2043,1314.95,0.4591,6
3-193-G-015-4,193,"Trudering Bf. - Friedenspromenade - Haar, Jagdfeldzentrum",5.6,5.42,18.0,18.0,0.715,0.442,104.0,102.0,"[[48.12556586, 11.6635909], [48.12326325, 11.66623195], [48.12111045, 11.66514499], [48.11956326, 11.67049895], [48.11932338, 11.67739801], [48.1182679, 11.68400961], [48.11733234, 11.69096257], [48.1151613, 11.69572364], [48.11302016, 11.70140998], [48.11222846, 11.70493137], [48.11122081, 11.70983617], [48.11033911, 11.71693286], [48.10958335, 11.71976256], [48.10742398, 11.71984341], [48.10757394, 11.7220353]]","[[48.10757394, 11.7220353], [48.10983527, 11.71987934], [48.11089692, 11.71511827], [48.11165266, 11.70888396], [48.1123904, 11.70512002], [48.11339202, 11.7010237], [48.11583302, 11.69483431], [48.11750626, 11.6911063], [48.1186817, 11.68292265], [48.11958725, 11.67624817], [48.11980314, 11.67098404], [48.12132034, 11.66530669], [48.12324526, 11.66639365], [48.12557186, 11.663007]]",2000,1310.88,0.4378,4
3-194-G-015-1,194,Riem Bf. - Moosfeld Gewerbegebiet - Trudering - Nauestr.,9.3,9.01,31.5,30.5,0.731,0.455,44.0,44.0,"[[48.1434376, 11.6788982], [48.1405723, 11.68029957], [48.13976304, 11.67402933], [48.13937938, 11.66898978], [48.13568055, 11.66838791], [48.13229322, 11.66906164], [48.13455946, 11.66343819], [48.13294673, 11.66004256], [48.13051254, 11.65803033], [48.12600359, 11.65561386], [48.12590165, 11.6613541], [48.12556586, 11.6635909], [48.1235211, 11.66734586], [48.12161418, 11.670472], [48.11799803, 11.66995996], [48.11488542, 11.66753451], [48.11179661, 11.66598941], [48.10868962, 11.66404904], [48.10503657, 11.66730993], [48.10246308, 11.66507312], [48.10129328, 11.66907961], [48.09970949, 11.67243033], [48.09882159, 11.67725428]]","[[48.09882159, 11.67725428], [48.10071136, 11.67269084], [48.10144325, 11.66947487], [48.10223512, 11.6652977], [48.1057684, 11.66760637], [48.10847968, 11.66400413], [48.11213849, 11.66630382], [48.11414772, 11.6671662], [48.11787809, 11.67008572], [48.12195599, 11.67013962], [48.123683, 11.66742671], [48.12557186, 11.663007], [48.12608754, 11.66104867], [48.12611752, 11.65537132], [48.13018877, 11.6580483], [48.13327647, 11.66064443], [48.13421174, 11.66392328], [48.13211936, 11.66916046], [48.13613618, 11.66821723], [48.13970309, 11.67015759], [48.13967912, 11.67409221], [48.1403625, 11.67997617], [48.1434376, 11.6788982]]",1517,925.95,0.3051,4
3-195-G-015-1,195,Michaelibad - St.-Veit-Straße - Am Hochacker - Neuperlach Süd Bf.,9.16,9.04,27.5,27.5,0.568,0.409,45.0,45.0,"[[48.11869369, 11.63019154], [48.11722439, 11.64018081], [48.12199197, 11.64204032], [48.11974317, 11.65030482], [48.11804001, 11.65373638], [48.11724238, 11.65608997], [48.11594697, 11.6593778], [48.1146815, 11.66245004], [48.11327806, 11.66576483], [48.11414772, 11.6671662], [48.1176442, 11.6702025], [48.11364992, 11.67180151], [48.11108286, 11.67345441], [48.10938541, 11.67104692], [48.1057684, 11.66760637], [48.10794584, 11.66339327], [48.10501858, 11.66165054], [48.10304498, 11.65887475], [48.09881559, 11.6570332], [48.0960078, 11.65498504], [48.09458585, 11.65395198], [48.09228185, 11.64907413], [48.08961172, 11.64476221]]","[[48.08974973, 11.64430407], [48.09217385, 11.64899328], [48.09435786, 11.65412266], [48.09650578, 11.6557037], [48.0987676, 11.6573566], [48.1017612, 11.65911729], [48.1034589, 11.6597012], [48.10508456, 11.66186614], [48.10811979, 11.66371667], [48.10591237, 11.66836096], [48.10967332, 11.67150506], [48.11094491, 11.67349932], [48.11403377, 11.67178354], [48.11776414, 11.6702025], [48.11488542, 11.66753451], [48.11327806, 11.66600737], [48.11451357, 11.66315971], [48.11570107, 11.66024019], [48.11727237, 11.65633252], [48.11800403, 11.65423046], [48.11984512, 11.6503138], [48.12199197, 11.64204032], [48.11723639, 11.63956995], [48.11877165, 11.6314402]]",1306,940.75,0.4608,3
3-196-G-015-1,196,Neuperlach Zentrum - Perlach Bf. - Neuperlach Süd Bf.,7.06,6.59,21.5,20.0,0.637,0.622,50.0,51.0,"[[48.10093933, 11.64736733], [48.1044427, 11.63997419], [48.10255907, 11.63647076], [48.09865961, 11.63625517], [48.09488585, 11.63553652], [48.09373987, 11.63057782], [48.09253986, 11.62800863], [48.0883036, 11.6281344], [48.08884365, 11.63386565], [48.09073379, 11.6354916], [48.0882556, 11.63567126], [48.08605933, 11.63483583], [48.08509918, 11.63982148], [48.08495516, 11.64304643], [48.08974973, 11.64430407]]","[[48.08961172, 11.64476221], [48.08567527, 11.64293863], [48.08517719, 11.63910283], [48.08649139, 11.63489871], [48.08881965, 11.63609347], [48.09067379, 11.63433277], [48.08853763, 11.63302123], [48.08860363, 11.6282961], [48.09250386, 11.6281883], [48.09373987, 11.63057782], [48.09495785, 11.63596771], [48.09918155, 11.63662348], [48.10325494, 11.63746789], [48.10422675, 11.64079166], [48.10104131, 11.64740326]]",1416,782.17,0.3435,3
3-197-G-015-3,197,Neuperlach Innenring,5.88,6.04,19.0,20.0,0.51,0.579,103.0,102.0,"[[48.10093933, 11.64736733], [48.09954151, 11.6403964], [48.10358488, 11.63671331], [48.10756794, 11.63668636], [48.10903752, 11.63979453], [48.10903152, 11.64442086], [48.10907951, 11.64697207], [48.10902552, 11.65038567], [48.10901353, 11.65420351], [48.10624229, 11.65886576], [48.10304498, 11.65887475], [48.09881559, 11.6570332], [48.09653578, 11.65496708], [48.0976577, 11.65273925], [48.09861161, 11.64863395], [48.10093933, 11.64736733]]","[[48.10095733, 11.6478614], [48.09840763, 11.6488765], [48.09739972, 11.65265841], [48.09650578, 11.6557037], [48.0987676, 11.6573566], [48.1017612, 11.65911729], [48.10381883, 11.65920712], [48.10644624, 11.65918916], [48.10921746, 11.65486826], [48.10922946, 11.64938854], [48.10922346, 11.64686427], [48.10922946, 11.64423221], [48.10924146, 11.6389052], [48.1065782, 11.63638093], [48.10255907, 11.63647076], [48.09942752, 11.64149235], [48.10095733, 11.6478614]]",2060,1417.44,0.4042,4
3-198-G-015-1,198,Neuperlach Zentrum - Klinikum Neuperlach - Klara-Ziegler-Bogen,3.1,2.73,9.5,8.5,0.937,0.55,56.0,56.0,"[[48.10104131, 11.64740326], [48.09840763, 11.6488765], [48.09739972, 11.65265841], [48.0960078, 11.65498504], [48.09388386, 11.65445504], [48.09070979, 11.66131817], [48.08646138, 11.66180326], [48.08398298, 11.66133613]]","[[48.08398298, 11.66133613], [48.08642538, 11.66192004], [48.0908118, 11.66148885], [48.09435786, 11.65412266], [48.09653578, 11.65496708], [48.0976577, 11.65273925], [48.09861161, 11.64863395], [48.10093933, 11.64736733]]",861,380.99,0.4485,2
3-199-G-015-1,199,"Michaelibad - Neuperlach Zentrum - Neuperlach Süd Bf. - Neubiberg, Campeon West",10.79,10.71,36.0,32.5,0.575,0.485,43.0,43.0,"[[48.11877165, 11.6314402], [48.11985111, 11.62417283], [48.11645674, 11.62520589], [48.1126483, 11.62634675], [48.11083095, 11.63214987], [48.11015917, 11.63819553], [48.10903752, 11.63979453], [48.10903152, 11.64442086], [48.10854566, 11.64630732], [48.10647623, 11.64621749], [48.1011193, 11.64697207], [48.10087934, 11.64831954], [48.09625979, 11.64610969], [48.08918568, 11.64478916], [48.08197857, 11.6465319], [48.08290877, 11.63806977], [48.08248268, 11.63274276], [48.08261471, 11.6282961], [48.084091, 11.62564607], [48.08142645, 11.61738157], [48.07971002, 11.61159641]]","[[48.07971002, 11.61159641], [48.08142645, 11.61738157], [48.08373694, 11.62442436], [48.08262071, 11.6278649], [48.08274674, 11.63295835], [48.08269873, 11.6386896], [48.08176253, 11.64702597], [48.08974973, 11.64430407], [48.09663177, 11.64680139], [48.10086134, 11.64782547], [48.10665618, 11.64655885], [48.10858165, 11.64657681], [48.10922946, 11.64423221], [48.10963733, 11.63939927], [48.11027313, 11.63736908], [48.11135876, 11.63199715], [48.11319409, 11.62629285], [48.11672662, 11.62522386], [48.11991708, 11.62467589], [48.11869369, 11.63019154]]",1599,1032.25,0.2666,4
